1000 0.293724 0.000734
2000 0.566967 0.001303
3000 0.879120 0.001993
4000 1.211086 0.002636
5000 1.530364 0.003758
6000 1.828300 0.003851
7000 2.123612 0.004589
8000 2.444412 0.005268
9000 2.762346 0.005797
10000 3.004690 0.007400
